username,country,title,date_watched,percentage_watched,rating
Cody Miller,Bosnia and Herzegovina,"['Crouching Tiger, Hidden Dragon: Sword of Destiny' 'Vivah' 'WWII in HD'
 'Club Friday To Be Continued - My Beautiful Tomboy' 'Pandigai'
 'Train of the Dead']",2020,100,8
Amy Kramer,Martinique,"['LSD: Love, Sex Aur Dhokha' 'The Rift: The Dark Side of the Moon'
 'Bitcoin Heist' 'Panic Room' 'Apaharan']",2006,60,5
Susan Nguyen,Netherlands,"['The West Wing' 'Bleach the Movie: Hell Verse' 'Crazy people'
 'The Milk System' 'Reggie Yates Outside Man' 'Bureau of Magical Things'
 'Verónica']",2012,42,8
James Walsh,Guinea-Bissau,"['Magnolia' 'Forks Over Knives' 'The Artist' 'New York Minute'
 'Malena Pichot: Estupidez compleja' 'Haven' 'Manhattan Romance' '13TH'
 'Drug Lords']",2006,52,9
Christian Figueroa,Argentina,"['The Whole Truth' ""The Women's Balcony"" 'The Man Who Would Be Polka King'
 'Swiss Army Man' 'Once in a Lifetime Sessions with George Ezra' 'Mater'
 ""Angela's Christmas"" 'Freshman Year' 'Fan Girl']",2001,71,2
Jacob Garcia,Cote d'Ivoire,"['Bright' 'The Bleeder' ""We're No Animals"" 'Vincent N Roxxy'
 'The Workshop' 'BLACKPINK: Light Up the Sky']",2018,11,2
William Contreras,United Arab Emirates,"['Kill la Kill' 'Next' 'The Clovehitch Killer' 'The Riot Club'
 'Teefa in Trouble' 'Riot' ""Marvel's Iron Fist""]",2020,34,4
Michael Hamilton,Zimbabwe,"['London Hughes: To Catch a D*ck' 'Solo: A Star Wars Story' 'Balto'
 'Convict' 'Kaal' 'Company of Heroes' 'Intelligence' 'Friendship'
 'Spy Kids: All the Time in the World']",2021,96,8
Elizabeth Campos,Kuwait,"['Expedition Happiness' 'Cocaine Cowboys: The Kings of Miami'
 'Haseena Maan Jaayegi' 'Michael McIntyre: Showman' 'Jefe'
 'London Hughes: To Catch a D*ck' 'War Against Women' 'Country Comfort']",2022,57,3
Jennifer Reyes,Malawi,"['Secrets in the Hot Spring' 'Isi & Ossi' 'Marauders' 'Rain Man'
 'Every Time I Die' 'Theater of Life']",2019,75,5
Richard Campos,Sweden,"['Afonso Padilha: Classless' 'Badha' 'Prison Playbook' '#Roxy'
 'Sam Jay: 3 In The Morning']",2009,53,1
Maxwell Watts,Sao Tome and Principe,"['Revenge of the Pontianak' 'Shootout at Lokhandwala' 'The Riot Club'
 'Tyson' 'Anelka: Misunderstood' 'Special 26' 'The Night Shift']",2020,100,10
Valerie Dominguez,Tuvalu,"['Chasing Monsters' ""Mobile Suit Gundam: Char's Counterattack""
 'Listen Up! The Lives of Quincy Jones' 'Bucket List'
 ""The President's Barber""]",2015,26,3
Taylor Peters,Angola,"['P. King Duckling' 'Big Dreams, Small Spaces' 'The Fix'
 'The Eyes of My Mother' 'Pek Yakında' 'History of Joy' 'Mystic River'
 'Best of Stand-Up 2020']",2011,76,4
Scott Berry,Portugal,"['Shawn Mendes: In Wonder'
 'Seven Souls in the Skull Castle: Season Flower'
 'Craig Ferguson: Tickle Fight' 'Love In A Puff' 'Mahmut & Meryem'
 'Medium' ""I'll See You in My Dreams"" 'Casino Tycoon 2'
 'Power Rangers Super Megaforce']",2017,41,10
Taylor Kelly,Czech Republic,"['LEGO House - Home of the Brick' 'The Master' 'Department' 'Worn Stories'
 'NOVA: Killer Hurricanes' 'W/ Bob & David' 'The Good Neighbor'
 'DRAGON PILOT: Hisone & Masotan' 'Kalek Shanab']",2010,66,1
Jenna Mccormick,Gibraltar,"['Marco Luque: Tamo Junto' 'Bob Lazar: Area 51 & Flying Saucers'
 'Raja Hindustani' '2 Alone in Paris' 'Maya Angelou: And Still I Rise'
 'Entanglement' 'The Vendor']",2018,90,10
Kathy White,Micronesia,"['Postcards from London' '\u200bMaj Rati \u200b\u200bKeteki'
 'The Daughter' 'Ojukokoro: Greed' 'Head Count' 'War Chhod Na Yaar']",2003,37,7
Samantha Woods,Nepal,"['Pioneers: First Women Filmmakers*' 'House of Z'
 'Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar)'
 'Like Arrows' 'KENGAN ASHURA' 'Sons of Ben']",2018,53,1
Kathy Wilson,Tanzania,"['Mantra' 'Jatt James Bond' 'Heneral Luna' ""Bebe's Kids""
 ""Creating The Queen's Gambit"" 'Keeping the Bees'
 'The Disappearance of Madeleine McCann' 'Tumi or not Tumi'
 'Doctor Zhivago']",2009,55,8
Andrew Garcia,Bermuda,"['Dhamaal' 'The Body Remembers When the World Broke Open' 'Good Girls'
 '#Alive' 'Fandry' ""Ocean's Thirteen""
 'Life in Color with David Attenborough' 'Indian Matchmaking']",2017,79,6
Tasha Price,Dominican Republic,"['Saving Capitalism' 'Masha and the Bear' 'Mobile Suit Gundam I'
 'The Guardian Brothers' 'Toilet: Ek Prem Katha']",2007,95,7
Dennis Walters,Ecuador,"['Barbie Dreamhouse Adventures: Go Team Roberts' 'Thug Life'
 'The Valhalla Murders' 'Balto 2: Wolf Quest' 'Beckett' 'The Damned Rain'
 'Operation Mekong' 'C Kkompany']",2017,95,1
Scott Murphy,Palau,"['Show Dogs' 'Do Dooni Chaar' 'Eeda' 'Trailer Park Boys: Xmas Special'
 'Move to Heaven' 'Creeped Out' 'What Still Remains'
 'Dumb and Dumberer: When Harry Met Lloyd'
 'Demon Slayer: Kimetsu no Yaiba']",2005,47,3
Brian Conway,Martinique,"['Left Behind' 'Blanche Gardin: I talk to myself' 'Waiting...'
 ""Liar's Dice"" 'Chappie']",2003,8,6
Virginia Cortez,Montenegro,"['Veronica' 'The Black Room' 'Mere Papa Hero Hiralal' 'Outer Banks'
 'Bhagam Bhag' 'Forensic']",2013,20,7
Heather Olson,Vanuatu,"['The Ripper' 'Komola Rocket' 'Diagnosis' 'Aziza' 'Under the Shadow'
 'Skylanders Academy']",2008,5,6
Matthew Adams,Saint Pierre and Miquelon,"['Los Niños Héroes de Chapultepec' 'Love, Guaranteed' 'Otherhood'
 'Reply 1997' 'True: Rainbow Rescue' 'Blue Is the Warmest Color'
 ""She's Gotta Have It""]",2009,69,3
Jeanette Brown,Argentina,"['5CM' 'Milada' 'Lorena, Light-Footed Woman' 'Rooting for Roona'
 'Hank: Five Years from the Brink' 'The Good Detective'
 'In the Line of Fire' 'Untold: Malice at the Palace']",2017,71,6
Jacqueline Johnson,Uruguay,"['The Super Parental Guardians' 'Good Witch' 'Boi' 'Meteor Garden'
 'Vantage Point' 'Away' 'Typewriter' 'Blazing Transfer Students']",2009,87,8
James Oneill,Guatemala,"['The Devil We Know' 'Bad Blood' 'Petta' 'A Perfect Man' 'Murder Mystery'
 'The Half Of It' 'Restless Creature: Wendy Whelan']",2021,100,5
Julie Rogers,Romania,"['Punjab 1984' 'Phantom Boy' 'The Lizzie Borden Chronicles'
 'The Brothers Grimm' 'Only the Dead' 'The Sunshine Makers']",2019,39,7
Joshua Cooper,India,"['Gigi' 'Bombay Rose' 'Motu Patlu in Wonderland' 'High Seas' 'Knightfall'
 'Asu Mare 2']",2000,1,5
Robert Norris,Solomon Islands,"['Secrets of Scotland Yard' 'Chris Brown: Welcome to My Life'
 'Berlin Kaplani' 'Paranormal' 'Our House' 'Into the Beat']",2012,43,4
Jerry Leonard,Austria,"['Welcome Home' 'Oktoberfest: Beer & Blood' 'Humpty Sharma Ki Dulhania'
 'Sabotage' 'American Experience: The Island Murder' 'Why Me?'
 'Trixie Mattel: Moving Parts' 'Reign' 'Fuga']",2020,42,9
Kathleen Mcgee,Jamaica,"['Laws of Attraction' '7 Khoon Maaf' 'Johnny Test'
 ""Larry Charles' Dangerous World of Comedy"" '2012'
 'The Red Sea Diving Resort']",2021,79,6
Jessica White,Indonesia,"['English Babu Desi Mem' 'Always a Bridesmaid' 'Mad Max'
 'Agatha and the Truth of Murder' 'Svaha: The Sixth Finger' 'Insatiable']",2020,4,7
Jeremy Parker Jr.,Bulgaria,"['Levius' 'Sam Kinison: Live in Vegas' 'Hong Kong West Side Stories'
 'The Prince Who Turns into a Frog' 'Paskal' '1st Summoning'
 'Finding ‘Ohana']",2016,64,2
Francisco Richard,Argentina,"['Illegal Woman' 'Blood Brothers: Malcolm X & Muhammad Ali' 'Two Graves'
 'Ice Guardians' 'The Take' 'Kicko & Super Speedo' 'Reversing Roe']",2014,7,9
William Hill,Angola,"['Fashion' 'Residente' 'Inhuman Kiss' 'Face 2 Face' 'Tango'
 'Invisible Essence: The Little Prince']",2012,75,4
Joseph Hill,Poland,"['45 rpm' ""Pee-wee's Playhouse"" 'Ana e Vitória' 'Under an Arctic Sky'
 'Tigertail' 'Indian Horse']",2007,2,7
Jason White,Turks and Caicos Islands,"['Mobile Suit Gundam: Iron-Blooded Orphans' 'Superstar'
 'Christmas With A View' '#AnneFrank - Parallel Stories' 'The Visit'
 'Blaze' 'To Be of Service' 'Andhakaaram'
 'Motu Patlu in Hong Kong: Kung Fu Kings 3']",2022,14,4
Taylor Carpenter,Latvia,"['Rachel Getting Married' ""Charlie's Angels""
 'Cloudy with a Chance of Meatballs' 'Cut Throat City'
 'The End of Evangelion' 'Chhota Bheem And The Crown of Valhalla'
 'Dear Zindagi' 'Delhi Belly' 'The School Nurse Files']",2005,54,1
Mary Thomas DDS,Mayotte,"['Tijuana' 'Don 2' 'Cooking With Paris' 'The Search'
 'Apache: The Life of Carlos Tevez' 'PK' 'Shopkins: Chef Club']",2009,60,4
Jared Levy,Tonga,"['Born Racer' 'Friday Night Tykes' 'The Physician'
 'Harold Shipman - Driven to Kill'
 'ReMastered: Who Killed Jam Master Jay?' 'Kilometers and Kilometers'
 'Death at a Funeral' 'The Fighter' 'Hasmukh']",2002,79,2
Joseph Jones,Saint Martin,"['Talladega Nights: The Ballad of Ricky Bobby' 'REA(L)OVE'
 'My Heroes Were Cowboys' 'The Smurfs' 'Underdogs' 'Young & Hungry'
 'Break Up 100' 'Power Rangers Mystic Force']",2001,39,5
Devin Brown,Ethiopia,"['Power Rangers Lightspeed Rescue' 'Krish Trish and Baltiboy'
 'Thor: Ragnarok' 'One Day: Justice Delivered' 'Boys Over Flowers'
 'Illegal Woman' 'D.L. Hughley: Clear']",2007,10,4
Bobby Palmer,Jordan,"['Cobra Kai - The Afterparty' '27: Gone Too Soon' ""Murphy's Law of Love""
 'Krish Trish and Baltiboy: Best Friends Forever' 'The Circle Brazil'
 'Love You... Love You Not']",2005,57,1
Rita Sanford,Kiribati,"['Calum von Moger: Unbroken' 'The Battle of Midway'
 'High & Low The Red Rain' ""Freaks – You're One of Us""
 'Natascha Kampusch: The Whole Story' 'My Big Night' 'Escaping Tel Aviv'
 ""Santa's Apprentice""]",2021,12,8
Barbara Martinez,Haiti,"['An Imperfect Murder' 'The Wedding Shaman' 'The Guild' 'Boy Bye'
 'Furthest Witness']",2012,50,2
Nicholas Cox,Togo,"['Emogenius' 'No One Will Ever Know' 'Zombie Dumb' 'BuyBust'
 'My Octopus Teacher' 'Pacific Heat' 'Bangkok Love Stories: Innocence'
 'Adrift']",2006,11,6
Crystal Wilkinson,Poland,"['A Private War' 'Dry Martina' 'La Grande Chaumière Violette'
 'Small Crimes' 'Satte Pe Satta' 'Layla Majnun' 'Borges'
 'Chhota Bheem: Journey to Petra' 'Charlie and the Chocolate Factory']",2004,44,10
Katherine Williams,Bulgaria,"['Power Rangers S.P.D.' 'The Walls of the Moon' 'Toon' 'Disappearance'
 'A Very Special Love']",2017,23,7
Veronica Macias,Lithuania,"['I Am Bolt' 'Masameer Classics' '100 Days Of Solitude' 'The Stranded'
 '5 Cowok Jagoan' 'Storage Wars: Northern Treasures']",2018,64,4
Rachel Jones,Nepal,"['Addicted to Life' 'The Last Days of American Crime' 'The Sleepover'
 'Gunpowder Milkshake' 'Paddleton' 'Zombie Dumb' 'Dueños del paraíso']",2000,6,5
Adrian Dunn,Syrian Arab Republic,"['Democrats' 'FYRE: The Greatest Party That Never Happened' 'Pulang'
 '7 Days Out' 'The Club' 'A Family Man' '4L']",2004,75,8
Marie Johnson,Belgium,"['Can We Get Married?' 'Chelsea Peretti: One of the Greats'
 'La Gran Ilusión' 'Hayat Öpücügü' 'Traffic Signal' 'Life Ki Toh Lag Gayi'
 'I Fine... Thank You... Love You' 'Sophie: A Murder in West Cork'
 'Little Nicky']",2000,58,6
Jose Walker,Japan,"['Argon' 'Kills on Wheels' 'Shubh Aarambh' 'Osmosis' 'Mea Culpa'
 'How to Get Away with Murder' 'Tango' 'Private Practice'
 'The Vampire Diaries']",2015,82,1
Mr. Dennis Myers,Lesotho,"['Over Christmas' 'Rising Phoenix' 'Everyday Miracles' 'Forget Me Not'
 'Mowgli: Legend of the Jungle' 'Total Frat Movie'
 'Roman Empire: Reign of Blood' 'Mars Attacks!']",2012,56,8
Jessica Anderson,Argentina,"['May We Chat' 'What Happens to My Family' 'De Palma' 'Ghost Lab'
 'Dream/Killer' 'Chopsticks']",2003,77,8
Preston Vasquez,Brazil,"[""It's Bruno!"" 'Adú' 'Seabiscuit' 'St. Agatha' 'Kabhi Khushi Kabhie Gham'
 'Sigaram Thodu' 'No One Will Ever Know' 'Here Alone' 'How to Be a Cowboy']",2019,51,6
Dale Hernandez,Croatia,"['Singularity' 'The Great British Baking Show' 'God Eater'
 'Hans Zimmer: Live in Prague' 'Walk Away from Love'
 'Joe Rogan: Strange Times' 'Old Money']",2004,36,7
Wesley Jones,Belgium,"['In a Valley of Violence' 'Loving' 'White Chamber'
 'The Devil Is a Part-Timer!' 'Race to Witch Mountain'
 'Bill Nye Saves the World' 'Tamanchey' 'Hell or High Water']",2007,9,5
Christopher Johnson,Slovenia,"['Ellen DeGeneres: Relatable' 'On the Verge' 'B.A. Pass'
 ""Jupiter's Legacy"" 'Catch Me If You Can' 'Beowulf' 'The Devil Punisher']",2013,36,1
Spencer Santiago,Malta,"['Revolting Rhymes' 'Peasants Rebellion'
 'Offline - Das leben ist kein bonuslevel' 'Shaitan'
 'Noddy Toyland Detective' 'The Perfect Day' 'Mimi' 'Miss Sloane'
 'One by Two']",2019,73,3
Rachael Patton,Argentina,"['Shutter Island' 'Brother Jekwu' 'Bomb Scared' 'Total Drama'
 'If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd'
 ""Naledi: A Baby Elephant's Tale"" 'The Paramedic' 'Dagh Ujala']",2013,81,2
Bradley Rodriguez,Cuba,"['I Am the Pretty Thing That Lives in the House'
 'The Universe: Ancient Mysteries Solved' 'Goosebumps' 'Last Breath'
 ""I'll Sleep When I'm Dead"" 'Baxu and the Giants' 'Tunisian Victory'
 'Gridlocked']",2009,90,3
Andrew Stewart,Turkmenistan,"['Alexandria: Again and Forever' 'Breakfast, Lunch & Dinner'
 'Inside the World’s Toughest Prisons' 'Liss Pereira: Reteniendo líquidos'
 'Thunder Force' 'The Golden Path']",2000,51,6
Robert Love,Turkey,"['Power Rangers Wild Force' 'Malicious' 'Amelia: A Tale of Two Sisters'
 'Mighty Little Bheem: Kite Festival' 'Ari Shaffir: Double Negative'
 'Transfers']",2017,0,9
Caitlin Martin,Falkland Islands (Malvinas),"['Small Soldiers' 'Settai' 'Iliza Shlesinger: Elder Millennial'
 'Bella and the Bulldogs' 'The Legend of Bhagat Singh'
 'Eh Janam Tumhare Lekhe']",2021,1,3
George Miller,United States of America,"['The Hurt Business' 'Love @ Seventeen' 'The Legend of Michael Mishra'
 'The Day Will Come' 'The Old Thieves: The Legend of Artegios' '16 Blocks'
 'Greatest Events of WWII in Colour' 'Skin Wars: Fresh Paint']",2005,23,9
Ashley Collins,Brunei Darussalam,"['Go! Live Your Way' 'Prince of Peoria: A Christmas Moose Miracle'
 'Amelia: A Tale of Two Sisters' 'The Art of Loving'
 'K-POP Extreme Survival' ""Edgar Rice Burroughs' Tarzan and Jane""]",2005,68,8
Kathryn Washington,Japan,"['Out of Thin Air' 'Dennis the Menace' 'Popples'
 'Baahubali 2: The Conclusion (Malayalam Version)' 'Alien TV'
 'Born Strong' 'Ralphie May: Unruly']",2015,66,1
Sarah Jackson,Botswana,"['The Birth Reborn 3' 'Desolation' 'Unicorn Store' 'Shtisel'
 'Acts of Vengeance' 'Reckoning']",2006,71,1
Victor Orr,French Southern Territories,"['Lucha: Playing the Impossible' 'The Business of Drugs' 'Love and Shukla'
 'The House of Flowers: The Movie' 'Amateur'
 'Krish Trish and Baltiboy: Part II' ""Brooklyn's Finest""]",2003,29,2
Sierra Williams,Lesotho,"['A.D. Kingdom and Empire' 'Paul Blart: Mall Cop' 'Raman Raghav 2.0'
 'The Hook Up Plan' 'The Ollie & Moon Show' ""2307: Winter's Dream""
 'Bangkok Hell' 'SHAMAN KING' 'Schulz Saves America']",2004,27,9
Kevin Black,Venezuela,"['Sword Art Online Alternative: Gun Gale Online' 'Seoul Searching' 'Babel'
 ""Roh's Beauty"" 'True: Winter Wishes' 'Love Wedding Repeat'
 'The Remix: Hip Hop X Fashion' 'Seven Seconds' 'The Fighter']",2020,40,6
Thomas Perez,Brunei Darussalam,"['The Paramedic' 'Beary Tales' ""The Time Traveler's Wife""
 'The Lord of the Rings: The Return of the King' 'Blood Will Tell']",2022,19,9
Raymond Hansen,Heard Island and McDonald Islands,"['Social Animals' 'Unsolved Mysteries' 'Good Luck Chuck' 'Haven'
 'Outlawed']",2015,65,5
Elizabeth Caldwell,Barbados,"['Garuda in My Heart 2' 'Frozen Planet' 'Hymn of Death' 'Tidelands'
 'Alibaba Aur 40 Chor']",2020,85,6
Brandy Cook,Nepal,"['Tremors 5:  Bloodline' 'Theeya Velai Seyyanum Kumaru'
 '\u200bMaj Rati \u200b\u200bKeteki' 'El Che' 'Hostel: Part III'
 '72 Dangerous Animals: Latin America']",2007,53,8
Cindy Moses,Ethiopia,['The Force' 'World War II in Colour' '6 Bullets' '1920' 'A Mighty Team'],2004,0,1
Lisa Hudson DDS,Guatemala,"['The Thief and the Imbecile' 'Any Crybabies Around?'
 'The Queen and the Conqueror' 'Juman' 'The Ranch'
 ""Who's That Knocking at My Door?""
 'Prohibition: A Film by Ken Burns and Lynn Novick']",2000,44,6
Travis Payne,Benin,"['The Grandmaster' 'Black Ink Crew New York' 'Fire in the Blood'
 'Kill Ratio' 'Royal Pains' 'Quiet Victory: The Charlie Wedemeyer Story'
 'Words Bubble Up Like Soda Pop' 'Once Upon a Time in London'
 'LEGO Ninjago']",2003,14,10
Manuel Jackson,Philippines,"['Record of Ragnarok' 'Jim Jefferies: Freedumb'
 'Cinderella and the Four Knights' 'I Hear You' 'Dil Hai Tumhaara'
 'Jeff Dunham: Controlled Chaos' 'Hide and Seek']",2021,66,7
Eric Jones,Kyrgyz Republic,"['Engineering Girls' 'Shutter Island'
 'Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home'
 'Halt and Catch Fire' ""Don't Go Breaking My Heart 2"" 'Andaleeb El Dokki']",2004,25,1
Keith Mcbride,Seychelles,"['Point Blank' 'Inside the Real Narcos'
 'DTC Yukemuri Junjo Hen From High & Low'
 'Louis C.K.: Live at the Comedy Store' ""I'm in Love with a Church Girl""
 ""Mother's Day"" 'Pasión de Gavilanes' 'The Green Inferno']",2017,79,4
Alexis Webster,Greenland,"['Bad Trip' 'No Good Nick' 'Revenger' 'Roxanne Roxanne' 'Mutant Busters'
 'Strong Girl Bong-soon' ""She's the One"" 'Chauthi Koot']",2018,0,4
Samantha Lopez,Ecuador,"['Jandino: Whatever it Takes' 'The Plagues of Breslau' 'Paris Is Us'
 'Midnight Mass' 'Power Battle Watch Car' 'Dark Forces']",2017,99,1
Carolyn White,Puerto Rico,"['Westerplatte Resists' 'One More Time' 'Grace and Frankie'
 'The Seven Deadly Sins' 'Aiyaary' 'Cop and a Half: New Recruit']",2019,76,6
Charles Joyce,Congo,"['Rembat' 'A.M.I.' 'Pihu' ""Can't Cope, Won't Cope"" 'Man Up'
 'The End of the Tour' 'Class Rank' 'Loving Annabelle']",2010,91,4
Laura Jones,Thailand,"['The Haunted Hathaways' 'The Queen of Flow' 'Beneath the Leaves'
 'The Ollie & Moon Show' 'Oh! Baby']",2000,93,10
Donald Bernard,Peru,"['Lock, Stock and Two Smoking Barrels' 'Solo: A Star Wars Story'
 'Red vs. Blue' 'Life After Beth' 'The Car' 'Naughty Jatts']",2015,97,8
Tommy Cortez,Qatar,"['Orange Is the New Black' 'Natalia Valdebenito: Gritona' 'Romance Doll'
 'Betty White: First Lady of Television' 'Pegasus' 'A Year In Space'
 'Leo the Lion' 'Jimmy Neutron: Boy Genius' 'Christmas in the Heartland']",2004,13,5
Christina Guerrero,Monaco,"['The Flying Guillotine' 'The Workshop' 'Blade Runner: The Final Cut'
 'Revolting Rhymes' 'Marianne' 'I Lost My Body' 'Thomas and Friends']",2011,35,9
Anthony Holmes,Montserrat,"['Zindagi Kitni Haseen Hay' 'Occupied' ""Lee Daniels' The Butler""
 ""Trailer Park Boys Live In F**kin' Dublin"" 'Finding Agnes'
 'Le serment des Hitler' 'Worth']",2007,60,4
Andrew Wyatt,North Macedonia,"[""Bob's Broken Sleigh"" 'Swiped' 'Amar Akbar Anthony' 'Abby Sen'
 'NOVA: Day the Dinosaurs Died' 'Fun with Dick & Jane'
 'Chronically Metropolitan' 'You Cannot Hide']",2013,51,8
Mary Miller,Gabon,"['Chhota Bheem Aur Hanuman' 'One Day at a Time' 'What Keeps You Alive'
 ""I'll See You in My Dreams"" 'LA 92' 'Cagaster of an Insect Cage'
 'A Yellow Bird']",2016,68,8
Nancy Lopez,Ecuador,"['Pahuyut Fighting Beat' 'Born to Play'
 'Keymon and Nani in Space Adventure' 'Children of Adam' 'What the Fish'
 ""Naledi: A Baby Elephant's Tale"" 'Moxie']",2011,71,6
Andrew Jordan,Mayotte,"['Atlantics' 'Thumper' 'New Money' 'So My Grandma’s a Lesbian!'
 'Frozen River' 'The End' 'Zodiac' 'Highway Thru Hell' 'Gardeners of Eden']",2012,28,10
Kathy Norris,Luxembourg,"['Bill Hicks: Revelations' '#Rucker50' 'Moor' 'Supernatural'
 'World Trade Center']",2011,18,7
Melissa James,Burkina Faso,"['Elizabeth Harvest' 'Estar o no estar' 'El Camino: A Breaking Bad Movie'
 'Ghost Lab' 'The Good Bandit' 'See You in Time']",2019,6,2
Robin Curtis,Sudan,"['The Similars' 'The Frozen Ground' 'Glitch' 'Feel Good' 'Land Girls'
 'Exit Wounds' 'In the Tall Grass' 'Loyiso Gola: Unlearning']",2007,21,10
Kristy Johnson,Saint Lucia,"['Dil' 'Carlos Ballarta: El amor es de putos' 'Kurt & Courtney'
 'DreamWorks How to Train Your Dragon Legends'
 'The Witcher: Nightmare of the Wolf' 'Other People' '5 Flights Up'
 'Crossroads: One Two Jaga']",2021,37,4
Kyle Dominguez,Azerbaijan,"['Day of the Dead: Bloodline' 'The Idhun Chronicles' 'Je Suis Karl'
 'Trolls: The Beat Goes On!' 'Anjaan: Rural Myths']",2004,39,6
Monica Carter,Netherlands Antilles,"['Time Share' 'Lee Su-geun: The Sense Coach' 'Superlopez' 'Polaroid'
 'The Half Of It']",2016,74,7
Denise Salazar,Bulgaria,"['100% Halal' 'The Seven Five' 'Operation Mekong' 'Shine On with Reese'
 'The Sound of Your Heart' 'V for Vendetta']",2013,17,4
Samantha Anderson,Anguilla,"['Gunshot' 'No Escape' 'Secrets of Westminster'
 ""Legend of the Guardians: The Owls of Ga'Hoole"" 'Michael Che Matters'
 'Raising Victor Vargas' 'Johnny Test' 'The Unicorn']",2001,88,6
Robert Chavez,Cyprus,['Set Off' 'Masoom' 'What We Started' 'Frasier' 'The Game Changers'],2019,60,10
Russell Kelly,Estonia,"['Kucch To Hai' 'Bodyguard' 'Power Rangers Lightspeed Rescue'
 'The Daughter' 'Strip Down, Rise Up'
 'The House of Flowers Presents: The Funeral']",2018,12,1
Renee Hansen,Yemen,"['Tees Maar Khan' 'Invisible Essence: The Little Prince'
 'He Even Has Your Eyes' 'Jim Gaffigan: Beyond the Pale'
 'Franco Escamilla: Bienvenido al mundo' 'CRD']",2008,31,8
Matthew White,Slovakia (Slovak Republic),"['La Viuda Negra' 'The Adventures of Figaro Pho' 'Killing Hasselhoff'
 'The Chef Show' 'Marshall' 'Undercover Grandpa'
 'Cross: Rise of the Villains' ""I'm Sorry"" 'Jinxed']",2019,0,9
